url,ProductName,MarketerName,Uses,Features,Directions,Safety
https://www.1mg.com/otc/witzion-shoulder-support-black-left-otc513532,,Witzion,,,,
https://www.1mg.com/otc/comprezon-cotton-varicose-vein-stockings-class-1-above-knee-large-beige-otc390212,,Dynamic Techno Medicals Pvt. Ltd.,,,,
https://www.1mg.com/otc/rubenac-gel-otc457089,,Saksham Pharmaceuticals India Ltd,,,,
https://www.1mg.com/otc/rolini-gel-otc347443,,R B Pharmaceuticals,,,,
https://www.1mg.com/otc/witzion-xxxl-grey-contoured-lumbar-sacral-back-support-belt-otc513914,,Witzion,,,,
https://www.1mg.com/otc/labrador-india-kings-flip-body-massage-sleeve-stress-relief-relaxation-chocolate-otc917955,Labrador India Kings Flip Body Massage Sleeve Stress Relief & Relaxation,Loop,This massager helps relax the body and the mind.,"It is a skin-friendly massager that is built with medical-grade silicone, It helps relax the body and calm the mind, It helps soothe the nerves and provides pleasure","Apply appropriate pressure; once the massager is properly fitted, you can start using it on your body, Apply the appropriate pressure according to your preference, After each use, it's essential to clean the massager to maintain hygiene, Invert the massager and wash it with gentle soap and water, Make sure to clean it thoroughly, paying attention to any textured areas, Rinse off any soap residue and allow it to dry completely before storing","Read the label carefully before use, Store in a cool and dry place, Maintain hygiene, Keep out of reach of children"
https://www.1mg.com/otc/tynor-k-08-metatarsal-silicon-pad-pair-universal-otc344165,Tynor K-08 Metatarsal Silicon Pad (Pair) Universal,Tynor Orthotics Pvt. Ltd.,,"Absorbs shock and impact, Comfortable, durable and reusable silicone pads, Anatomically designed for comfort and support",Use as per requirement or as directed by the physician.,"Read the label carefully before use, Keep out of the reach of children, Store in a cool and dry place"
https://www.1mg.com/otc/medtrix-varicose-vein-stocking-xl-beige-premium-otc503788,Medtrix Varicose Vein Stocking,Medtrix,The product is primarily used in relieving post-surgical pain and pain due to varicose veins and restricted blood circulation.,"It helps to stop varicose veins from getting worse, The product provides consistent pressure to the legs, It helps to alleviate pain and reduce pain and discomfort, The product aims to offer compression and support, It assists in improving the blood circulation",Use as per requirement or as directed by the physician.,"Read the label carefully before use, Store in a cool dry place away from direct sunlight, Keep out of reach of the children, Avoid physical damage"
https://www.1mg.com/otc/aroma-treasures-juniper-berry-essential-oil-otc485031,,Aroma Treasures Pvt Ltd,,,,
https://www.1mg.com/otc/amron-xamax-seatrest-otc421700,Amron Xamax Seatrest,Xamax Ergonomics Pvt. Ltd.,It is useful in the case of tail-bone pain and also reduces muscle stress. It is useful in acting as a back rest for office chairs. It provides lumbar support and can beused as back rest for patients.,,Use as per requirement or as directed by the physician.,"Read the label carefully before use, Store in a cool dry place away from direct sunlight, Keep out of reach of the children, Avoid physical damage"
https://www.1mg.com/otc/medtrix-functional-open-patella-hinge-knee-support-xxl-black-otc503670,,Medtrix,,,,
https://www.1mg.com/otc/dr.-reckeweg-bellis-per-dilution-3x-otc373080,Dr. Reckeweg Bellis Per Dilution,Dr Reckeweg & Co,,"Bellis Perennis, Liquid, This dilution can help manage injuries to soft tissue such as abdomen, Dr. Reckeweg Bellis Per Dilution can help manage injuries to bones or sprains in the muscle tissue, It may help in managing concerns associated with varicose veins with bruises on the external surface",,"Read the label carefully before use, Store in a cool and dry place, away from sunlight, Keep out of reach of children, Don’t exceed the recommended dosage"
https://www.1mg.com/otc/p-care-a1019-lumbo-sacral-support-belt-xxl-otc658680,,PR Flexmake Private Limited,,,,
https://www.1mg.com/otc/tynor-l-23-heating-pad-universal-otc335884,,Tynor Orthotics Pvt. Ltd.,,,,
https://www.1mg.com/otc/bjain-rhus-toxicodendron-dilution-200-ch-otc701493,Bjain Rhus Toxicodendron Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,,Take 3-5 drops of the dilution in 1 teaspoon of water twice a day or as directed by the physician.,
https://www.1mg.com/otc/bjain-rhus-toxicodendron-dilution-3x-otc701490,Bjain Rhus Toxicodendron Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,,Take 3-5 drops of the dilution in 1 teaspoon of water twice a day or as directed by the physician.,
https://www.1mg.com/otc/tynor-l-24-elbow-support-oac-large-otc345822,Tynor L-24 Elbow Support Oac,Tynor Orthotics Pvt. Ltd.,It is primarily used to provide support and stability to an injured elbow.,"Promotes easy elbow movement, Gives better comfort, Facilitates better compression and grip, Has excellent aesthetics and retains body heat effectively, Promotes quicker healing, Available sizes: S (7""-10""), M (10""-12""), L (12""-14""), XL (14""-16"")",Use as per requirement or as directed by the physician.,"Read the label carefully before use, Store in a cool dry place away from direct sunlight, Keep out of reach of the children, Avoid physical damage"
https://www.1mg.com/otc/opq-bronze-plastic-cap-hot-water-bag-otc801606,OPQ Bronze Plastic Cap Hot Water Bag,Krishna Waterproof,"It is a waterproof hot water bag that helps relieve aches and pains, cramps and cold symptoms by providing heat therapy.","Made of natural rubber, Can be used as a body warmer, Retains heat for a long time, Reusable, non-electrical and leakproof, Has a high tensile strength",Use as directed on the label.,"Read the label carefully before use, Store in a cool and dry place, away from sunlight, Keep out of reach of children"
https://www.1mg.com/otc/indian-remedies-coldnil-capsule-otc461553,,Indian Remedies,,,,
https://www.1mg.com/otc/fastac-hot-gel-otc852319,Fastac Hot Gel,Novita Healthcare Pvt Ltd,,"Wintergreen Oil, Mint Extract, Turpentine Oil, Eucalyptus Oil, Wintergreen oil helps relieve inflammation and swelling, Mint extract helps relieve sore and aching muscles, Turpentine oil provides effective relief from pain, Eucalyptus oil offers a warming sensation and helps soothe and lubricate the joints","Gently massage the fast hot gel into the skin of the affected area, Allow the medicine to dry for at least 10 minutes before you wear clothes or gloves over the affected area, Wash your hands immediately after using cream, unless your hands are part of the affected area, Do not wrap, bandage, or apply heat to the affected area","Do not exceed the recommended dosage, Read the label carefully before use, Store in a cool, dry place away from direct sunlight, Keep out of reach of children"
https://www.1mg.com/otc/him-herbal-red-royal-balm-otc892740,Him Herbal Ayurvedic Red Royal Balm,Pioneer Herbals,,"Paudina Ka Phool, Kapur, Cajuput Oil, Pudina Tail, Clove Oil, Dalchini Oil, Headache and Cold Relief:Him Herbal Ayurvedic Red Royal Balm provides relief from headaches and cold symptoms. Applying the balm and gently massaging it helps to alleviate headache discomfort and clear nasal congestion, improving breathing, Muscle Pain Relief:The balm soothes muscle aches and pains. By massaging it into the affected area, it helps to reduce muscle soreness, stiffness, and discomfort, Swelling and Sprain Relief:Him Herbal Ayurvedic Red Royal Balm reduces swelling and stiffness in sprains. Applying the balm to the affected area and wrapping it with a bandage helps to alleviate swelling and promote healing, Stuffy Nose Relief:The balm clears a stuffy nose and improves breathing. By applying it to the chest and sinuses, it helps to open up the nasal passages, providing relief from congestion, Insect Bite Soothing:Him Herbal Ayurvedic Red Royal Balm can also be used to soothe itchy insect bites. Applying the balm to the affected area helps to relieve itching and irritation caused by insect bites",Apply generously a thin layer on the affected area and massage gently until the ointment disappears. Repeat if necessary.,"Read the product label carefully before use, Keep out of reach of children"
https://www.1mg.com/otc/tynor-b-01-collar-soft-firm-density-small-otc335723,,Tynor Orthotics Pvt. Ltd.,,,,
https://www.1mg.com/otc/baidyanath-mahawatvidhvansan-ras-tablet-otc325866,Baidyanath Mahawatvidhvansan Ras Tablet,Shree Baidyanath Ayurved Bhawan Pvt Ltd,,"Pippali, maricha, shunthi, trikatu, amlaki, nimbu swarasa, chitrakamoola, and bhringaraja, 80 tabs, Tablets, The tablet is effective in various types of pain and aches, due to its ability to balance vata dosha, It addresses ailments caused by vata imbalance, such as abdominal bloating, colic, and splenic disorders, by harmonizing the body's vata energy, Ingredients like pippali, maricha, and shunthi help in improving digestion and reducing symptoms of indigestion and bloating, The formulation helps in managing epilepsy and other nervous system-related issues by stabilizing nerve function, The tablet is indicated for haemorrhoid patients, providing relief from discomfort and promoting recovery",,"Do not exceed the recommended dosage, Read the label carefully before use, Store in a cool dry place away from direct sunlight, Keep out of reach of children, Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc. while taking the medicine, Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine"
https://www.1mg.com/otc/hapdco-magnesia-phosphoricum-biochemic-tablet-30x-otc386271,,HAPDCO,,,,
https://www.1mg.com/otc/fullstop-arthritis-joint-pain-relief-1000mg-oil-otc547458,Lycoturn-CQ Capsule,Fullstop,,"Grape seed extract, Beta carotene, Lycopene, Biotin, Citrus bioflavanoids, L-methionine, L-cysteine, Antioxidants, Vitamins, Minerals, Grape seed extract possibly helps to manage wounds and conditions like high cholesterol, poor circulation, atherosclerosis, nerve damage, etc., Lycopene is a plant protein rich in antioxidants that helps keep the heart healthy, Citrus flavonoids are antioxidants that scavenge free radicals, improve glucose tolerance and insulin sensitivity, modulate lipid metabolism etc, Beta carotene and biotin are essential for healthy eyes, hair and skin",Use as directed by the physician.,"Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children, Store at a temperature below 25-degree Celsius and 40 % humidity in a cool and dry place, Keep away from direct light"
https://www.1mg.com/otc/lenvitz-gel-cushion-with-foam-base-otc399203,,Lenvitz Medical Solutions Pvt Ltd,,,,
https://www.1mg.com/otc/p-care-c3015-ankle-binder-xl-otc659065,,PR Flexmake Private Limited,,,,
https://www.1mg.com/otc/aroma-treasures-lavender-french-essential-oil-otc485038,,Aroma Treasures Pvt Ltd,,,,
https://www.1mg.com/otc/medtrix-hinged-knee-cap-xl-beige-eco-otc503701,,Medtrix,,,,
https://www.1mg.com/otc/the-white-willow-cervical-orthopedic-memory-foam-cooling-gel-contour-pillow-small-otc506740,The White Willow Cervical Orthopedic Memory Foam Cooling Gel Contour Pillow Queen,The White Willow,"It is made from original visco elastic memory foam which is used to support the neck, head and shoulder.",,Read the instructions manual for usage directions.,"Read the label carefully before use, Keep out of reach of the children, Store in a cool dry place away from use"
https://www.1mg.com/otc/painoleave-anti-arthritic-oil-100ml-each-otc860962,Painoleave Anti Arthritic Oil (100ml Each),Beston Herbal Products,,"Rasna, Menthol, Camphor, Sidhi, Saindhava lavana, Nisindha, Sajna, Hari mirch, It is beneficial in combating rheumatic ailments including pain and swelling, It acts as a potent analgesic that helps relieve pain in osteoarthritis, rheumatoid arthritis, strains, and sprains, It is a potent anti-inflammatory agent that helps deal with arthritis, joint stiffness, immobility, etc.","Sufficient quantity of Painoleave Oil to be massaged gently on the affected area for 5 to 10 minutes, Repeat as per requirement( to get better results give hot-dry fomentation before massage and cover with flannel cloth on affected area after massage)","Read the label carefully before use, Store in a cool, dry place away from direct sunlight, Keep out of reach of children"
https://www.1mg.com/otc/mgrm-wrist-cock-up-splint-0307-xl-right-otc390713,MGRM Wrist & Cock Up Splint 0307,MGRM Medicare Ltd.,It is mainly used to support and grip your wrist and arm.,"It is a pre-shaped mouldable splint made of light metal that maintains dorsiflexion, It is made of high-quality, coated fabric with a foam pad and sweat-absorbing lining for comfortable support, It is specially designed for the right and left arms, It has a hole for thumb insertion and easy splint movement","First, select the proper size for your wrist. Then insert the thumb of the injured hand into the hole and lock your wrist with the velcro loops.","Keep out of reach of the children, It should not be machine washed, It must not be brushed hard, It should not be squeezed"
https://www.1mg.com/otc/patanjali-divya-ekangveer-ras-otc387950,,Patanjali Divya Pharmacy,,,,
https://www.1mg.com/otc/wellon-compression-stockings-under-knee-stk01-small-otc387713,Wellon Compression Stockings (Under Knee) STK-01,Mana Medical,"Specially designed to apply pressure on the lower legs, it helps maintain blood flow and helps reduce discomfort and swelling. Mainly indicated in varicose veins.","Four way stretchable fabric which makes it easy to put on and off, Anatomic Shape making it easy to wear and is highly comfortable, It is made of dermophillic soft nylon yarn and spandex for higher compression and longer life, Light weight breathing material which prevents any discomfort","It can be worn over socks, shoes and slippers.","Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach of children, Store in a cool dry place away from direct sunlight and heat"
https://www.1mg.com/otc/dominion-care-acupressure-handy-roller-delux-otc529866,,Kapil Plastic Mould,,,,
https://www.1mg.com/otc/sbs-sandhimukta-kit-otc544460,SBS Sandhimukta Kit,SBS Herbal Pvt Ltd,,"It is an ayurvedic medicine, It is beneficial for all types of pain, It is useful for muscle and joint pain",Use as directed on the label or as suggested by health care professionals.,"Store in a cool and dry place away from direct sunlight, Read the label carefully, Keep out of reach of children"
https://www.1mg.com/otc/vissco-0709-elastic-tubular-anklet-xl-otc344576,,Vissco Rehabilitation Aids Pvt. Ltd.,,,,
https://www.1mg.com/otc/boldfit-knee-support-cap-brace-small-otc688144,,Sasvat Omnicare Pvt Ltd,,,,
https://www.1mg.com/otc/voligesic-plus-gel-otc350264,,Scott Edil Pharmacia Ltd,,,,
https://www.1mg.com/otc/sleepsia-premium-quality-thick-contour-gel-infused-pillow-medium-blue-star-fabric-otc504645,,Sleepsia India Pvt Ltd,,,,
https://www.1mg.com/otc/cramps-d-tablet-otc544130,Cramps-D Tablet,Anogen Pharma Pvt Ltd,,"Magnesium bisglycinate, Vitamin D3, Cramps-D Tablet is beneficial for boosting the performance of the immune system of the body, It contains Magnesium bisglycinate which helps in promoting bone health and also maintains normal heart rhythms, It also contains vitamin D3 which aids in strengthening muscles and bones and improves cardiac functions",Use as directed on the label or as advised by your physician.,"Read the label carefully before use, Do not exceed the recommended dosage, Store in a cool and dry place away from direct sunlight, Keep out of reach of children"
https://www.1mg.com/otc/tynor-a-29-lumbo-lacepull-brace-universal-otc345478,Tynor A-29 Lumbo Lacepull Brace Universal,Tynor Orthotics Pvt. Ltd.,"It ergonomically braces waist, requires lesser force for old aged users to achieve high compression and immobilization. Recommended specifically for postoperative stabilization and multi level decompression.",,Use as per requirement or as directed by the physician.,
https://www.1mg.com/otc/medtrix-lumbar-sacral-belt-xl-beige-otc503737,,Medtrix,,,,
https://www.1mg.com/otc/biofreeze-menthol-pain-relief-colorless-gel-otc570134,,Isha Surgical,,,,
https://www.1mg.com/otc/sri-nature-ayur-lakshadi-guggulu-tablet-otc495904,Sri Nature Ayur Lakshadi Guggulu Tablet,Sri Nature Ayur,,"Lakshadi Guggulu, It is helpful for healing broken bones, fractures and osteophyte removal, It is a natural formula to enhance calcium deposition in bone, It is a herbal remedy for osteoporosis and decreased bone density",Use as directed on the label or as suggested by health care professionals.,"Store in a cool and dry place away from direct sunlight, Read the label carefully, Keep out of reach of children"
https://www.1mg.com/otc/opq-executive-plastic-cap-hot-water-bag-with-cover-otc801587,OPQ Executive Plastic Cap Hot Water Bag with Cover,Krishna Waterproof,It helps manage pain through heat therapy.,"This hot water bag is made of leakage-proof thick and sturdy material, It helps provide relief from muscular and menstrual pain, It is easily portable and convenient to handle, This hot water bag provides heat therapy and lasts for a long time",As directed in the instruction manual.,"Read the label carefully, Keep out of reach ofthe children, Avoid extreme heat"
https://www.1mg.com/otc/presens-otc310-thigh-length-anti-embolism-medical-compression-stocking-xxxl-white-otc569762,,Presens Healthcare,,,,
https://www.1mg.com/otc/babuline-babkaan-ear-drops-for-baby-and-adult-relieving-ear-pain-eardrops-for-babies-ear-infections-and-earaches-10ml-each-otc929717,Babuline Babkaan Ear Drops for Ear Infection and Ear Ache,Babuline Pharma,,"Arka (Leaf) (Calotropis Procera), Nimba (Leaf) (Azadirachta Indica), Bilva (Fruit) Karpura (Crystal), Tila Taila (Sesamum Indicum), Preservatives (Benzoic Acid)",3 to 4 drops of Babkaan Ear Drops in the affected ear.,
https://www.1mg.com/otc/o-mumsie-mama-don-t-stress-headache-soother-otc905088,O'mumsie Mama Don't Stress Headache Soother,Derma Organics,,"Bees Wax, Castor Oil, Sunflower Oil, Shea Butter, Cocoa Butter, Kokum Butter, Wheat Germ Oil, Coconut Oil, Bees Wax, Castor Oil, Sunflower Oil, Shea Butter, Almond Oil, Lavender Oil, Peppermint Oil, Menthol Extract, Mandarin Oil, Herbal Extracts Of coleus , Plectranthus, Scutellarioides, Plectranthus Barbatus, Coffee Beans, Boswellia, Keliamaranth, Black Pepper, Marigold, Fennel, Cinnamon, Jaiphal, Rose Hip Oil, Vitamin E, Carrot Seed Oil, Butylated Hydroxytoluene, This potent formula relieves pain by calming your senses, The all-natural herbal formula is suitable for pregnant ladies, It is made with natural ingredients that will give you an aromatherapy experience after application, The soothing aroma of lavender will ease you out, Menthol and peppermint will add a tingly sensation to the applied area, O’mumsie’s products are organic and free from harsh chemicals, All the ingredients are cruelty, sulfate, and paraben-free",Use this balm as soon as the headache starts for optimal results.,"Read the label carefully, For external use only, If symptoms persist, seek medical attention, Not for internal consumption"
https://www.1mg.com/otc/bakson-s-homoeopathy-flu-aid-tablet-otc815875,Bakson's Flu Aid Tablet,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,,"Arsenicum Album 6x, Gelsemium Sempervirens 3x, Eupatorium Perfoliatum 3x, Bellis Perennis 3x, Bryonia Alba 3x",As directed by your healthcare professional,
https://www.1mg.com/otc/dr-med-tennis-wrist-thumb-splint-dr-w132-universal-blue-left-otc377488,,A-MI Global Co Ltd,,,,
https://www.1mg.com/otc/lp-711a-waist-support-trimmer-otc334894,LP #711A Waist Support Trimmer,LP Support,"It is primarily recommended in low back pain, and muscle strain/ sprain.","Used for lower back support and abdominal lift, Effective in toning and shaping waistline when worn during athletic activity, Helps to provide constant heat and moisture to lower back muscles, Designed with 1/8"" thick neoprene with a double knit nylon exterior",Use as per requirement or as directed by the physician.,"Read the label carefully before use, Store in a cool dry place away from direct sunlight, Keep out of reach of the children, Avoid physical damage"
https://www.1mg.com/otc/lp-708-standard-knee-support-open-patella-single-small-blue-otc331390,LP #708 Standard Knee Support Open Patella,LP Support,The LP Open Patella Knee Support helps to protect against further injury and it is also helpful for post-operative knee problems.,,Hand wash with mild soap in cold water. Rinse thoroughly.,"Read the label carefully before use, Keep out of reach of the children, Air dry at room temperature, Do not machine wash or dry., EndFragment"
https://www.1mg.com/otc/mgrm-rib-belt-male-0401-xl-otc390705,,MGRM Medicare Ltd.,,,,
https://www.1mg.com/otc/amron-xamax-arm-sling-xxxl-otc421720,,Xamax Ergonomics Pvt. Ltd.,,,,
https://www.1mg.com/otc/alva-s-painex-balm-otc590924,,Alva Pharmacy,,,,
https://www.1mg.com/otc/witzion-large-beige-contoured-lumbar-sacral-back-support-belt-otc513890,,Witzion,,,,
https://www.1mg.com/otc/accusure-e-8-elastic-elbow-support-pair-xl-otc371687,,AccuSure Ortho Support,,,,
https://www.1mg.com/otc/dicloran-spray-otc885829,Dicloran spray,J B Chemicals and Pharmaceuticals Ltd,,"Diethylamine Ip, Diclofenac Sodium IP, Methyl Salicylate,menthol, It is useful for all types of pain, It penetrates through the skin, It is useful for knees, joints, muscles, shoulder, back, leg or ankle pain, It is a powerful pain reliever which contains 2% Diclofenac",Use as mentioned on the label of as directed by a health care professional.,"Store in a cool and dry place away from direct sunlight, Read the label carefully, Keep out of reach of children"
https://www.1mg.com/otc/acupressure-roller-yoga-anand-otc518654,,Kapil Plastic Mould,,,,
https://www.1mg.com/otc/slimish-pain-go-tablet-otc893973,Slimish Pain Go Tablet:,RJM Enterprises,,"Glucosamine, MSM, Chondroitin Sulphate, Hadjod, Shalaki, Ginger, Calcium, Curcumin, Black Pepper, Vit D3, Piperin, Supports joint health and mobility, It helps relieve pain and stiffness, Helps repair and strengthen the cartilage, Supports overall joint function, enhances flexibility and mobility, Easy-to-take tablet that can be used as needed for pain relief, Suitable for vegetarians and free from common allergens like gluten and dairy, Promotes overall well-being and helps reduce inflammation",Take 1-2 Tablets Twice a day after a meal,"Store in a cool and dry place, away from direct sunlight, Read the label carefully before use"
https://www.1mg.com/otc/kneeton-tablet-otc391982,,Suncure Remedies,,,,
https://www.1mg.com/otc/dominion-care-combo-pack-of-accu-paduka-accupressure-massage-slipper-and-steam-sauna-bath-large-otc516310,,Kapil Plastic Mould,,,,
https://www.1mg.com/otc/my-dr-pain-relief-oil-otc422007,MY Dr Pain Relief Oil,Med Manor Organics Pvt Ltd,,,,
https://www.1mg.com/otc/dr.-reckeweg-taraxacum-officinale-dilution-10m-ch-otc375361,Dr. Reckeweg Taraxacum Officinale Dilution,Dr Reckeweg & Co,,"Taraxacin, Taraxacerin, Acrystalline, Potash, Gum, B-complex, Vitamins A, C, D, 11ml, Dilution, This dilution may help to relieve kidney and bone disorders, It helps to manage warts and acne, This is an effective remedy in managing liver complaints, It also supports urinary organs, This formula may help to reduce infections and swelling and manage water retention, and breast problems, It also helps to deal with gallbladder problems, viruses, and pneumonia, This product promotes normal digestion",,"Read the label carefully before use, Store in a cool and dry place, Keep out of reach of children, Do not exceed the recommended dose, Self-medication is not advised"
https://www.1mg.com/otc/proyurveda-joint-care-combo-pack-of-flex-imac-forte-50caps-flex-imac-oil-50ml-otc350404,,Maximaa Proyurveda,,,,
https://www.1mg.com/otc/mgrm-dorsolumbar-brace-0512-medium-otc390543,,MGRM Medicare Ltd.,,,,
https://www.1mg.com/otc/tynor-compression-stocking-below-knee-classic-beige-latex-powder-free-large-otc675928,Tynor I-16 Compression Stocking Below Knee,Tynor Orthotics Pvt. Ltd.,It is primarily used to provide relief in all forms of venous disease including blood pools or congests in legs.,,Use as per requirement or as directed by the physician.,
https://www.1mg.com/otc/p-care-c3003-varicose-vein-stocking-xxl-otc658843,,PR Flexmake Private Limited,,,,
