url,ProductName,MarketerName,Uses,Features,Directions,Safety
https://www.1mg.com/otc/volini-maxx-pain-relief-spray-for-back-neck-joint-muscle-pain-bone-joint-muscle-care-otc457560,Volini Maxx Spray,Sun Pharmaceutical Industries Ltd,,"Diclofenac Diethylamine IP Equivalent to Dicoflenac Sodium, Methyl Salicylate IP, Menthol IP, Provides instant pain relief and supports bone, joint and muscle care, A unique formulation of 2% diclofenac makes it 100% stronger than other sprays, Provides effective relief from severe neck and back pain, Helps in relieving musculoskeletal and joint pain, Effective in healing pain due to strain and sprain, Useful in case of sports injuries, Has a unique 360-degree delivery mechanism that ensures standardised drug delivery, It provides instant and long-lasting pain relief from knee pain, joint pain, back pain, calf pain, and neck pain","Shake well before each use. Spray the contents from 5 cm distance on the affected areas 3-4 times in a day or, as directed by the physician.","Read the label carefully before use, Store in a cool and dry place away from direct sunlight, Keep out of reach of the children, Do not exceed the recommended dosage, For external use only, Should be applied only to intact skin surfaces and not to skin wounds and open injuries, Should not come into contact with eyes, mucous membranes and should not be ingested, Store in a cool and dry place"
https://www.1mg.com/otc/balu-herbals-nirgundi-tailam-otc490790,Balu Herbals Nirgundi Tailam,Balu Herbals,,"Nirgundi svarasa(lf.), Taila, Langali mula(rt.), Alleviates pain and inflammation associated with joint pain, arthritis, and muscular discomfort, Helps relax tense muscles and promotes flexibility and mobility, Reduces inflammation in the body, providing relief from swelling and discomfort, Exhibits antiseptic properties, helping prevent infections and promote wound healing, Acts as a natural pain reliever, offering relief from headaches, migraines, and body aches, Enhances blood circulation, promoting better oxygen and nutrient delivery to tissues, May help alleviate symptoms of respiratory conditions such as asthma and bronchitis, Soothes skin irritations and rashes, promoting a healthy and clear complexion",Apply externally on affected areas twice a day or directed by the vaidya.,"Store in a cool and dry place away from direct sunlight, Read the product label carefully before use, Keep out of reach of children"
https://www.1mg.com/otc/jiva-pain-calm-oil-pain-reliever-for-joint-pain-back-pain-frozen-shoulder-sprain-muscle-soreness-with-knee-cap-free-otc651981,Jiva Pain Calm Oil,Jiva Ayurvedic Pharmacy Ltd,,,,
https://www.1mg.com/otc/sbl-arundo-mauritanica-dilution-6-ch-otc351171,,SBL Pvt Ltd,,,,
https://www.1mg.com/otc/balu-herbals-ortholuna-oil-otc490839,Balu Herbals Ortholuna Oil,Balu Herbals,,"Arka, Datura, Nirgundi, Neem leaves, Erranda, Nilgiri pattha, Laisan, Mustard oil, Till oil, Nilgiri oil, Menthol, Mudha karpura, Cinnamon oil, Devadaru oil, Methyl Salicylate, Provides quick and effective relief from joint and muscle pain, Reduces inflammation and swelling associated with arthritis and other conditions, Helps relax tense muscles, promoting flexibility and mobility, Enhances blood flow to affected areas, helping in the healing process, Nourishes and rejuvenates the skin, leaving it soft and supple, Acts as a natural painkiller, alleviating discomfort without harsh chemicals, Helps alleviate muscle spasms and cramps, promoting comfort and relaxation","Apply a few drops of Ortholuna pain oil on the affected area, gently massage it with lukewarm water or as directed by the vaidya.","Store in a cool and dry place away from direct sunlight, Read the product label carefully before use, Keep out of reach of children, For external use only, Keep the container closed immediately after use"
https://www.1mg.com/otc/volini-maxx-pain-relief-spray-for-back-neck-joint-muscle-pain-bone-joint-muscle-care-otc457561,Volini Maxx Spray,Sun Pharmaceutical Industries Ltd,,"Diclofenac Diethylamine IP Equivalent to Dicoflenac Sodium, Methyl Salicylate IP, Menthol IP, Provides instant pain relief and supports bone, joint and muscle care, A unique formulation of 2% diclofenac makes it 100% stronger than other sprays, Provides effective relief from severe neck and back pain, Helps in relieving musculoskeletal and joint pain, Effective in healing pain due to strain and sprain, Useful in case of sports injuries, Has a unique 360-degree delivery mechanism that ensures standardised drug delivery, It provides instant and long-lasting pain relief from knee pain, joint pain, back pain, calf pain, and neck pain","Shake well before each use. Spray the contents from 5 cm distance on the affected areas 3-4 times in a day or, as directed by the physician.","Read the label carefully before use, Store in a cool and dry place away from direct sunlight, Keep out of reach of the children, Do not exceed the recommended dosage, For external use only, Should be applied only to intact skin surfaces and not to skin wounds and open injuries, Should not come into contact with eyes, mucous membranes and should not be ingested, Store in a cool and dry place"
https://www.1mg.com/otc/wheezal-wl22-migraine-drop-otc387888,Wheezal WL22 Migraine Drop,Wheezal Homoeo Pharma,,"Cimicifua. Rac, Iris. Vers, Sang.Can, Spigelia. Mar, Belladonna, Epiphegus, Gelsemium. Semp, It helps alleviate symptoms associated with migraines, including light sensitivity, nausea, vomiting, and severe headaches, providing relief and improving overall quality of life for individuals affected by migraines, It helps in the frequency and force of the pulse, helping regulate cardiovascular function and reduce associated symptoms such as throbbing or pounding sensations in the head, It is useful in soothing pain associated with migraines, providing comfort and relief from the intense discomfort experienced during migraine episodes, It reduces pain in the back of the head often described as a ""flash of lightning,"" addressing specific patterns of headache presentation common in migraine sufferers, It helps in migraines triggered by motion sickness or body movement, offering relief from symptoms and checking migraine episodes induced by movement",Take 10-15 drops in water before every meal four times a day or as directed by the physician,"Read the label carefully before use, Store in a cool and dry place, away from sunlight, Keep out of reach of children"
https://www.1mg.com/otc/bjain-kali-carbonicum-dilution-12-ch-otc440611,Bjain Kali Carbonicum Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,,,
https://www.1mg.com/otc/jiva-pain-calm-oil-pain-reliever-for-joint-pain-back-pain-frozen-shoulder-sprain-muscle-soreness-otc651626,Jiva Pain Calm Oil,Jiva Ayurvedic Pharmacy Ltd,,,,
https://www.1mg.com/otc/bjain-eucalyptus-globulus-dilution-30c-otc438802,Bjain Eucalyptus Globulus Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,,,
https://www.1mg.com/otc/shenaro-lifestyle-s-cotton-organic-and-eco-friendly-pain-relief-wheat-bag-burgandy-maroon-otc731225,Shenaro Lifestyle's Cotton Organic and Eco-Friendly Pain Relief Wheat Bag,Kamal International,"The wheat bag can be used for hot and cold therapy to reduce pain, sprains, cramps, or other bodily discomforts.","Ergonomic design:The bag is rectangular, providing full coverage. The bag moulds to the contour of the area that it is being applied to, Reusable and easy to clean:The outer cover is removable and can be washed in the washing machine, Aromatherapy:The bag comes with a fresh lavender aroma that helps to induce sleep and relaxation. The calming scent of lavender eases the mind, Organic pain and stress relief:The cellular structure of wheat provides insulation properties to reduce pain and stress, Heat therapy:Targets back pain, neck pain, muscle spasms, workout soreness, stiffness, etc., Cool therapy:Targets headaches, heat flashes, bruises, inflammation, burns, fever, etc., Contents:Inner bag with grains, Outer removable cover","For heat therapy, heat in the microwave for 3-5 minutes maximum, For cool therapy, refrigerate for 1-2 hours","Read the label carefully before use, Store in a cool and dry place, Keep out of reach of children, For external use only"
https://www.1mg.com/otc/pankajakasthuri-orthoherb-ayurvedic-oil-with-amla-for-joint-pain-relief-otc356687,Pankajakasthuri Orthoherb Oil,Pankajakasthuri Herbals India (P) Ltd.,,"Vasa (Adhatoda vasica, Rt, Dct), Eranda (Ricinus communis, Rt, Dct), Bilwa (Aegle marmelos, Rt, Dct), Thwak (Cinnamomum zeylanicum, St. Bk, Dct), Maricha (Piper nigrum, Dr. Fr, Dct), Lavanga (Syzygium aromaticum, Dr. Fr, Dct), Jati (Myristica fragrans, Pp, Dct), Pata (Cyclea peltata, Rt, Dct), Nimba (Azadirachta indica, Rt, bk, Dct), Sahachara (Strobilanthes ciliatus, Rt, Dct), Nirgundi (Vitex negundo, Lf, Dct), Bala (Sida retusa, Rt, Dct), Punarnava (Boerhavia diffusa, Pl, Dct), Gunja (Abrus precatorius, Rt, Dct), Dusparsa (Tragia involucrata, Rt, Dct) 2 g each. Amalaki (Phyllanthus emblica, Dr. Fr, Pst), Manjishta (Rubia cordifolia, Rt, Pst), Guggulu (Balsamodendron mukul, Lx, Pst), Chitraka (Plumbago zeylanica, Rt, Pst) 2.5 g each. Kera thaila (Cocos nucifera, Oil) 27.50 ml, Eranda thaila (Ricinus communis, Oil) 82.50 ml, Eucalyptus Oil (Eucalyptus globulus, Oil), 100 ml, Liquid, The oil has anti-inflammatory and analgesic properties, It imparts muscle tone and lubricates the joints, It also imparts firmness to the limbs, It can help stimulate circulation, It helps the lymphatic functioning for detoxification",,"Read the label carefully before use, Store in a cool and dry place, Keep out of reach of children"
https://www.1mg.com/otc/bjain-galium-aparine-dilution-3x-otc438740,Bjain Galium Aparine Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,,Take 3-5 drops of the dilution in 1 teaspoon of water twice a day or as directed by the physician.,
https://www.1mg.com/otc/moov-pain-relief-ointment-for-back-pain-joint-pain-knee-pain-muscle-pain-otc377375,"Moov Pain Relief Ointment for Back Pain, Joint Pain, Knee Pain, Muscle Pain",Reckitt Benckiser Healthcare Pvt. Ltd.,,"Ointment, 30g",,
https://www.1mg.com/otc/renewa-cpap-pillow-otc490625,,Dr. Sayani's Health Care Pvt. Ltd.,,,,
https://www.1mg.com/otc/miduty-nerve-pain-relief-capsule-alpha-lipoic-acid-b-vitamins-neuropathy-support-otc918605,Miduty Nerve Pain Relief Capsule,Midvision Pvt Ltd,,,Use as directed on the label or as advised by your healthcare provider,
https://www.1mg.com/otc/bjain-kali-carbonicum-dilution-50m-ch-otc440622,Bjain Kali Carbonicum Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,,,
https://www.1mg.com/otc/dr-willmar-schwabe-india-capsicum-annuum-mother-tincture-q-otc390834,,Dr Willmar Schwabe India Pvt Ltd,,,,
https://www.1mg.com/otc/pravek-maha-balvardhak-oil-otc601978,Pravek Maha Balvardhak Oil,Pravek Kalp Private Limited,,,Massage adequate quantity of oil gently on the affected areas till it is absorbed. Use 2-3 times in a day for better results or as directed by the physician.,
https://www.1mg.com/otc/bjain-kali-carbonicum-dilution-10m-ch-otc440610,Bjain Kali Carbonicum Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,,,
https://www.1mg.com/otc/volini-pain-relief-gel-for-sprain-muscle-joint-neck-low-back-pain-bone-joint-muscle-care-otc138818,Volini Pain Relief Gel,Sun Pharmaceutical Industries Ltd,,"Diclofenac Diethylamine Equivalent to Diclofenac Sodium 1% w/w, Methyl Salicylate IP, Menthol IP, Virgin Linseed Oil BP, Preservative, Benzyl Alcohol IP, Gel Base, The spray can offer relief when in pain and supports bone, muscle and joint care., It is effective for pain in the joints, knees, back, shoulders, and neck, It can work great on sports injuries such as muscle pulls, sprains, and strain, It provides instant and long-lasting pain relief from knee pain, joint pain, back pain, calf pain, and neck pain","The Volini pain relief bottle should be shaken well before spraying, Hold the spray bottle at a 5cm distance from the affected area and spray, You can use the spray about three to four times daily or as recommened by your physician","Read the label carefully before use, Store in a cool and dry place, away from sunlight, Keep out of reach of children, The Volini pain relief spray is meant for external application only, Use Volini per the doctor’s guidance, and be careful not to use more than the given dosage, Do not use the spray on open wounds or surfaces of the skin that are ruptured, The spray should not be ingested or come in contact with the eyes and mucous membranes, Avoid using the spray near a naked flame, Do not burn or make a hole in the bottle even after the spray is over"
https://www.1mg.com/otc/nagarjuna-mahaa-maasha-thailam-otc376754,,Nagarjuna Ayurvedic Centre,,,,
https://www.1mg.com/otc/vissco-2d-ankle-support-stretchable-ankle-support-for-injured-ankles-arthritic-pain-large-otc448777,Vissco 2707 Pro 2D Ankle Support,Vissco Rehabilitation Aids Pvt. Ltd.,The Pro 2D Ankle support provides compression and support to the ankle.The scientific design and perfect fit helps in injury prevention and reducing pain.,"Anti-Slip Structure:Specially designed to support the parts firmly and its innovating knitting structure helps in better shock absorption ad anti slippage during activities, Comfortable Material:It is made from a blend of natural and synthetic yarn, and elastic with larger pores enabling your skin to breathe and aerate better, Excellent Stability:It provides excellent stability and compression to the ankle which aids comfortable immobilization","It can be worn during ankle sprain, muscle strain, post ankle surgery rehab, swelling or oedema to the ankle and Achilles tendonitis.","Read the user manual carefully before use, Keep out of the reach of children"
https://www.1mg.com/otc/haslab-hc-52-vaccinum-complex-tablet-otc388224,,HASLAB,,,,
https://www.1mg.com/otc/sbl-orthomuv-massage-oil-otc329001,SBL Orthomuv Massage Oil,SBL Pvt Ltd,,"Arnica Ext, Cantharis Ext, Gaultheria Methyl Salicylate, Sesame Oil, Arnica aids in relieving pain in back and limbs, Deals with conditions like arthritis and rheumatism which are weakening, generally affecting fingers, hips, knees, neck and other joints causing pain, redness, swelling and stiffness, Cantharis is useful in burns, scalds, with rawness and smarting, followed by undue inflammation, Gaultheria methyl salicylate helps to deal with smarting pains in all joints accompanied by inflammation","Massage oil gently on the affected area, 2-3 times daily or as prescribed by the physician.","Store in a cool and dry place away from direct sunlight, Read the product label carefully before use, Keep out of reach of children, For external use only"
https://www.1mg.com/otc/dr-willmar-schwabe-india-melilotus-alba-dilution-6-ch-otc405360,,Dr Willmar Schwabe India Pvt Ltd,,,,
https://www.1mg.com/otc/bjain-camphora-dilution-12-ch-otc714997,Bjain Magnesium Phosphoricum Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,Magnesium Phosphoricum,,
https://www.1mg.com/otc/tynor-c-08-cast-shoe-small-otc335716,,Tynor Orthotics Pvt. Ltd.,,,,
https://www.1mg.com/otc/yuvika-karanjwa-sagar-goti-pongamia-pinnata-caesalpinia-bonducella-fever-nuts-otc520551,,DKC AGROTECH PVT. LTD.,,,,
https://www.1mg.com/otc/lp-781-neoprene-patella-strap-single-otc331334,LP #781 Neoprene Patella Strap (Single),LP Support,"It is recommended in Patellar tendinitis (Jumper's knee), and Osgood-Schlatter's syndrome (knee pain in growing adolescents).","Extra pad applies pressure on the tendon below the kneecap for improved patella tracking, Provides symptomatic relief of pain from chondromalacia, tendinitis, jumper´s knee or Osgood-Schlatter, Unique strap design fits all knee sizes with adjustable support",Use as per requirement or as directed by the physician.,"Read the label carefully before use, Keep out of the reach of children, Store in a cool dry place away from direct sunlight"
https://www.1mg.com/otc/sbl-x-ray-dilution-200-ch-otc348669,SBL X-Ray Dilution,SBL Pvt Ltd,,"Controls and reduces the sticking pain in parts of face, head and muscular pain in the neck, Effective to dry throat, mouth and tongue when it becomes difficult in swallowing, Increases the sexual desire and fertility in men and controls Gonorrhea, Affective in treating eczema which is dry and itches, Helps in reducing dry wrinkles, warts, cracks on feet and breaking of nails",As prescribed by the physician. Can be taken along with allopathic medicines.,"Read the label carefully before use, Avoid eating tobacco or drinking alcohol during the course, Keep out of the reach of children, Use under medical supervision, Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc while taking the medicine, Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine"
https://www.1mg.com/otc/sbl-niccolum-metallicum-dilution-200-ch-otc355125,,SBL Pvt Ltd,,,,
https://www.1mg.com/otc/sbl-magnesia-muriaticum-dilution-30-ch-otc348250,,SBL Pvt Ltd,,,,
https://www.1mg.com/otc/sbl-calcarea-arsenicosa-dilution-6-ch-otc351483,SBL Calcarea Arsenicosa Dilution,SBL Pvt Ltd,,"Helps in treating violent headache and vertigo, Useful in relieving distension in abdomen, Useful in curing inflammation of liver and spleen with frequent eructations, Helps in reducing soreness in kidneys, Useful in relieving constriction and pain in the chest, Effective in treating Leucorrhea which is accompanied by the foul smell and blood, Helps in reducing burning pain in the vagina",Dosage should be directed by the physician. It can be taken along with allopathic medicines.,"Read the label carefully before use, Keep out of the reach of children, Use under medical supervision, Do not exceed the recommended dosage, Maintain half an hour gap between food,drink and any other medicines and homoeopathic medicine, Avoid any strong smell in the mouth while taking medicine e.g. camphor, garlic, onion, coffee and hing, Store in a cool and dry place"
https://www.1mg.com/otc/sbl-sabadilla-dilution-30-ch-otc348622,SBL Sabadilla Dilution,SBL Pvt Ltd,,"30 ml, Liquid",,
https://www.1mg.com/otc/similia-hamamelis-oil-otc574497,Similia Hamamelis Oil,Similia Homoeo Laboratory,,"Hamamelis, Useful for enlarged and engorged blood vessels in and around the rectum (anus), which cause intense pain with bleeding and itching, Provides relief from chronic constipation associated with haemorrhoids, Helps in the regular movement to the bowels",Use as directed on the label or as advised by your healthcare provider.,"Read the label carefully before use, Store in a cool and dry place away from direct sunlight, Keep out of reach of children"
https://www.1mg.com/otc/dr-willmar-schwabe-india-magnesia-phosphoricum-biochemic-tablet-200x-otc338166,Dr Willmar Schwabe India Magnesia Phosphoricum Biochemic Tablet,Dr Willmar Schwabe India Pvt Ltd,,,,
https://www.1mg.com/otc/bjain-camphora-dilution-6c-otc714989,Bjain Magnesium Phosphoricum Dilution,Bjain Pharmaceuticals Pvt. Ltd.,,Magnesium Phosphoricum,,
https://www.1mg.com/otc/sloan-s-liniment-kills-pain-reduces-swelling-strengthens-muscles-ligaments-otc315107,Sloan's Liniment,Piramal Enterprises Ltd,,Oil,,
https://www.1mg.com/otc/jiva-pain-calm-oil-pain-reliever-for-joint-pain-back-pain-frozen-shoulder-sprain-muscle-soreness-otc329877,Jiva Pain Calm Oil,Jiva Ayurvedic Pharmacy Ltd,,,,
https://www.1mg.com/otc/lord-s-l-147-neuralgia-drop-otc449150,,Lord's Homoeopathic Laboratory Pvt Ltd,,,,
https://www.1mg.com/otc/himalaya-rumalaya-pain-relief-gel-quick-relief-from-body-pain-ayurvedic-gel-otc90714,Himalaya Rumalaya Gel,Himalaya Wellness Company,,"30 gm, Gel",Apply a small quantity of the gel to the tender area and lightly massage it in or as directed by the physician.,
https://www.1mg.com/otc/dr-willmar-schwabe-india-ferrum-phosphoricum-biochemic-tablet-3x-otc338240,Dr Willmar Schwabe India Ferrum Phosphoricum Biochemic Tablet,Dr Willmar Schwabe India Pvt Ltd,,,As directed by the physician,
https://www.1mg.com/otc/moov-cool-therapy-gel-otc964102,Moov Cool Therapy Gel,Reckitt Benckiser Healthcare Pvt. Ltd.,,"Each gram of gel contains: Pudina Satva (Mentha piperita) extract (Aerial parts of plant) 8.0% w/w, Preservative: Benzyl Alcohol IP, Colouring Agents: Brilliant Blue FCF, Tartrazine Yellow., Gel., 20g.",Apply a thin film of the gel to the affected area and massage gently. Repeat 3-4 times daily for best results.,
https://www.1mg.com/otc/comprezon-cotton-varicose-vein-stockings-class-2-below-knee-1-pair-small-beige-otc390220,Comprezon Cotton Varicose Vein Stockings Class 2 Below Knee (1 Pair),Dynamic Techno Medicals Pvt. Ltd.,It is specially designed to help increase the bloodflow to capillaries in order to prevent venous disorders.,,,"Read the manual carefully before use, Keep out of reach of the children, Store in a cool and dry place"
https://www.1mg.com/otc/hitashi-5-in-1-oxygen-blood-circulation-bcm-massager-otc492129,Dominion Care 5 In 1 Oxygen and Blood Circulation Massager,Kapil Plastic Mould,It is a body massager that provides acupuncture therapy and helps improve oxygen and blood flow to the brain.,"Simple and easy to use, It promotes relaxation and improves fatigue, Suitable for use on the whole body, It helps tone and strengthen the muscles","Sit on the chair with your feet on the massager, Rotate the timer clockwise to select the timer, You can stand on the massager if you want total body circulation, Sit on the massager for use on the stomach, thigh or hips, Switch off the power button to turn off the machine","Read the label carefully before use, Keep out of reach of children, Handle the device with care, Do not rotate the timer anti-clockwise as it may damage it"
https://www.1mg.com/otc/krishna-s-pain-relief-oil-otc469671,Krishna's Pain Relief Oil,Rajputana Agrico,,"Ashwagandha, Rasna, Provides prolonged relief from pain, inflammation and severe joint aches, It contains Linoleic acid that helps in relieving nerve pain, joint pain and muscle pain, Krishna's joint pain care juice is beneficial in reducing joint pains, bone pains and muscle pains, Reduces stiffness and tension in nerves and muscles",As directed by physician,"Read the label carefully before use, Keep out of the reach of children, Use under medical supervision, Do not exceed the recommended dosage, Store in a cool and dry place"
https://www.1mg.com/otc/anju-karn-priya-tel-otc517675,Anju Karn Priya Tel,Anju Pharmaceuticals,,"Kshar Oil, Sarso, Relieves earache, Helps remove ear wax, Effective for ear infections",Use as directed.,"Read the label carefully before use, Store in a cool and dry place away from direct sunlight, Keep out of reach of the children"
https://www.1mg.com/otc/volini-maxx-pain-relief-spray-for-back-neck-joint-muscle-pain-bone-joint-muscle-care-otc457560,Volini Maxx Spray,Sun Pharmaceutical Industries Ltd,,"Diclofenac Diethylamine IP Equivalent to Dicoflenac Sodium, Methyl Salicylate IP, Menthol IP, Provides instant pain relief and supports bone, joint and muscle care, A unique formulation of 2% diclofenac makes it 100% stronger than other sprays, Provides effective relief from severe neck and back pain, Helps in relieving musculoskeletal and joint pain, Effective in healing pain due to strain and sprain, Useful in case of sports injuries, Has a unique 360-degree delivery mechanism that ensures standardised drug delivery, It provides instant and long-lasting pain relief from knee pain, joint pain, back pain, calf pain, and neck pain","Shake well before each use. Spray the contents from 5 cm distance on the affected areas 3-4 times in a day or, as directed by the physician.","Read the label carefully before use, Store in a cool and dry place away from direct sunlight, Keep out of reach of the children, Do not exceed the recommended dosage, For external use only, Should be applied only to intact skin surfaces and not to skin wounds and open injuries, Should not come into contact with eyes, mucous membranes and should not be ingested, Store in a cool and dry place"
https://www.1mg.com/otc/lord-s-rheuma-koll-oil-otc392945,Lords Rheuma Koll Oil,Lord's Homoeopathic Laboratory Pvt Ltd,,"Rhus Tox., Bryonia Alba, Terebinthinae, Camphor, Menthol, It is very effective in joint and muscular pain, It is indicated for swelling and stiffness of joints, Useful in acute and chronic arthritiss sprains, It is highly recommended for management of rheumatism, Menthol and camphor are known as counter irritants. They work by causing the skin to feel cool and then warm, Bryonia Alba is an effective natural pain and inflammation reliever and can be good for pain in osteoarthritis",Massage Lord’s Rheuma Koll Pain relief oil on the effected area for 3-4 times daily.,"Do not apply on crack skin, For external use only, Keep out of the reach of children, Should be protected from direct light, Avoid the contact with eyes, In case of contact with eyes, remove with water immediately"
https://www.1mg.com/otc/herbal-hills-arthrohills-ultra-joint-support-oil-otc377339,Herbal Hills Arthrohills Ultra Joint Support Oil,Isha Agro Developers Pvt Ltd,,"Dashamool (Generic preparations) (Blend of 10 herbs), Shallaki (Boswellia serrata), Nirgundi patra (Vitex negundo), The oil has adaptogenic and analgesic properties, which help reduce pain, Contains anti-inflammatory properties that help joint inflammation, Nourishes the muscles and joints and relieves stiffness, It can help improve joint mobility and support joint health","Take a sufficient quantity of the oil and apply it to the affected area, Massage gently to facilitate penetration, Leave it on, Do not use on broken, wounded, or damaged skin","Read the label carefully before use, Do not exceed the recommended dose, Keep out of the reach and sight of children"
